type,title,abstract,date,startTime,endTime,room,
Community activities,AWS Village,"Looking for all things AWS and specific advice on how to get started? Take a deep dive into AWS products, services, and solutions with leading AWS experts who work with new customers day in and day out. Test your basketball skills, play with products, and interact with the latest generative AI solutions in just a few of the exciting demos the AWS Village has to offer.",12/4/24,10:00,18:00,Venetian | Level 2 | Hall B | Expo | AWS Village,
Community activities,AWS Village,"Looking for all things AWS and specific advice on how to get started? Take a deep dive into AWS products, services, and solutions with leading AWS experts who work with new customers day in and day out. Test your basketball skills, play with products, and interact with the latest generative AI solutions in just a few of the exciting demos the AWS Village has to offer.",12/3/24,10:00,18:00,Venetian | Level 2 | Hall B | Expo | AWS Village,
Builders' Fair,AWS virtual escape room [REPEAT],"Dive into the mystery with our virtual escape room! Something sinister has happened to an AWS account and it's up to you to solve the case. Secrets and clues are hidden across various AWS services, each revealing more about the elusive murderer. Utilize your cloud skills, explore services like S3, Lambda, and DynamoDB, and piece together the evidence to crack the case. This immersive experience blends technology and intrigue, challenging your detective abilities in a race against time.",12/3/24,10:00,18:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 4,
Builders' Fair,AWS virtual escape room [REPEAT],"Dive into the mystery with our virtual escape room! Something sinister has happened to an AWS account and it's up to you to solve the case. Secrets and clues are hidden across various AWS services, each revealing more about the elusive murderer. Utilize your cloud skills, explore services like S3, Lambda, and DynamoDB, and piece together the evidence to crack the case. This immersive experience blends technology and intrigue, challenging your detective abilities in a race against time.",12/2/24,16:00,19:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 4,
Chalk talk,Data Bridge: How Netflix simplifies data movement,"Netflix relies on data for decisions, requiring integration from numerous datastores. Historically, various systems managed this data movement, which created challenges in tool selection, usability improvements, secure access, and governance. This complexity hindered meeting service-level agreements and operational support. In this session, hear about Netflix's solution to these issues: Data Bridge. It is a low-code/no-code abstraction that provides a simple API and UI for data movement, centralizes insights, enforces policies, and improves operations. Learn about Netflix's data movement landscape and Data Bridge's techniques, operational insights, and future plans.",12/4/24,14:30,15:30,Wynn | Convention Promenade | La Tache 1,1
Chalk talk,Building highly available and fault-tolerant edge applications [REPEAT],"Organizations need to be able to deploy highly available and fault-tolerant applications at the edge. These workloads are often some of the most demanding in terms of durability and availability requirements. Deploying workloads on AWS hybrid cloud and edge computing services like AWS Local Zones and AWS Outposts requires planning for networking, compute, storage, and other failure modes. In this chalk talk, dive deep into each of these services, review use cases, and examine reference architectures. Learn design considerations, deployment patterns, and best practices for high availability and disaster recovery.",12/4/24,14:30,15:30,Wynn | Convention Promenade | Lafite 1,4
Chalk talk,New ways of educating with generative AI,"Join this interactive chalk talk to dive deep on design patterns for implementing generative AI in education. Learn how to use large language models and agents to create solutions that improve learner outcomes as well as reduce administrative time across the education sector, allowing teachers to focus on delivering excellent content and interacting with learners. Explore topics such as lecture summation, virtual tutoring, question and answer generation and evaluation, and curriculum planning support.",12/4/24,11:30,12:30,Wynn | Convention Promenade | Lafite 1,2
Builders' Fair,AWSome golf ball 2.0 [REPEAT],"Imagine a self-driving golf ball that always finds its way to the hole, regardless of where it's putted. Using computer vision and ML, the golf ball will never miss. Beyond this capability, we have incorporated generative AI, where we are able to generate a custom mini golf hole for each attendee based on skill level, course preferences, and various other parameters.",12/2/24,16:00,19:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 11,
Builders' Fair,AWSome golf ball 2.0 [REPEAT],"Imagine a self-driving golf ball that always finds its way to the hole, regardless of where it's putted. Using computer vision and ML, the golf ball will never miss. Beyond this capability, we have incorporated generative AI, where we are able to generate a custom mini golf hole for each attendee based on skill level, course preferences, and various other parameters.",12/3/24,10:00,18:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 11,
Chalk talk,"AI-enhanced media archives: Classify, discover, and monetize","Significant amounts of archived media files remain undiscovered, leading to unrealized monetization opportunities for media owners. Learn how to use AWS services and advanced generative AI models to automate the classification, discovery, and promotion of archived media content. See examples of how you can effortlessly classify and catalog your media archive and enable natural language interactions for content discovery, and then accelerate time to market by automatically generating teasers and promotional content from the rediscovered gems. Discuss options to unlock new revenue streams and breathe life into your archived media treasures with a no-code, AI-driven approach.",12/4/24,15:00,16:00,Wynn | Convention Promenade | Lafleur 2,2
Builders' Fair,Battle of the bots: Tim vs. Tina [REPEAT],"Generative AI has evolved exponentially with every release of a newer and smarter foundational model (FM). But how do some of the most popular FMs stack up against each other? Please welcome Tim and Tina, our robot friends! You will get the chance to choose a FM for both Tim and Tina while they debate on a topic of your choice. Is a hot dog considered a sandwich? Ask Tim and Tina and grab some popcorn while they engage in an entertaining debate, and see how your favorite FMs stack up against each other while debating some of your favorite topics.",12/2/24,16:00,19:00,Venetian | Level 2 | Hall B | Expo | Booth #2034 | Project 12,
